10.77%
12.85%
25%
25%
1.3%
0.7%
2.35%
1.66%
2.35%
2.5%
2.8%
6.5%
1%
2%
2.5%
1%
2%
2.5%
7%
7%
2%
1%
7%
7%
2%
2%
2%
1%
2%
2.5%
1%
2%
7.25%
1%
3%
7%
20%
20%
7%
2.33%
2.21%
2.33%
2.21%
2.32%
23%
7%
2.31%
6.5%
6.8%
6.7%
7.0%
6.5%
2.5%
2.21%
23%
40%
30%
23%
1%
24%
9%
23%
20%
1%
1%
10%
20%
1%
10%
1%
78%
4.20%
7.4%
8.2%
8.4%
2.5%
2%
0%
0.25%
1.8%
0.77%
30%
7%
2%
2%
2%
12.1%
1%
2%
5%
4%
2.3%
2.5%
37.1%
131.5%
4.3%
24.2%
112%
117%
5%
27.5%
44.3%
61%
90%
95%
93%
0.00%
0.04%
50%
30%
30%
50%
6%
38%
93%
33%
6%
38%
9.2%
21.2%
8.6%
70%
90%
2.3%
88%
25%
2%
2%
0.2%
0.1%
2.2%
2.5%
2.6%
2%
3.8%
3.9%
6.7%
6.5%
0.5%
1.4%
1.5%
0.7%
61%
19%
20%
15%
5%
8.24%
27%
127%
100%
29%
73.9%
13%
0.1%
0.1%
0.1%
0.4%
0.2%
0.6%
7.9%
5%
1.5%
2%
11%
6.5%
11%
20%
30%
30%
0.1%
7.8%
7.7%
0.3%
2.1%
63.6%
14.4%
1.4%
19%
13%
1.8%
2.1%
2.1%
2.3%
3%
20%
10%
1.3%
1.3%
34%
500%
53%
0.0%
21%
45%
16%
32%
16%
22%
32%
7.8%
50%
61.8%
2.8%
0.825%
2%
6.5%
2.5%
1.96%
7.7%
7.8%
6.5%
1.91%
10%
0.2%
4.1%
3%
70%
90%
51%
12%
4%
9%
21.2%
64%
6%
2.8%
8.8%
6%
11.9%
90%
0.5%
1.5%
0.9%
51%
12%
4%
9%
5%
18%
2.83%
30%
10%
11.7%
10%
4.0%
4.4%
2.6%
0.3%
0.7%
3.2%
2.7%
11.9%
2%
5%
11.9%
5%
10%
0.4%
10%
1%
5%
4.4%
2.6%
5%
3%
2.81%
9%
17.74%
72%
27.2%
23%
7.4%
70%
5.1%
2.0%
10.9%
1.0%
24%
4.4%
3.5%
4.5%
4%
31%
34%
31%
56%
25%
44%
37%
1.86%
1.43%
15%
17.6%
147%
17.74%
9%
0%
0.1%
1.4%
2.9%
3.1%
2.5%
27.6%
12.1%
64.9%
37.7%
13%
343.74%
14%
15.4%
20%
3.5%
3.5%
15.6%
15.5%
14%
5%
7.4%
3.8%
0.2%
0.1%
0.3%
0.4%
1.3%
0.3%
0.1%
0.3%
1.0%
5.1%
2.0%
10.9%
1.0%
3.5%
4.3%
10.3%
1.2%
7.5%
1.9%
1.7%
7%
30%
30%
1%
94%
5.7%
2.75%
70%
100%
100%
100%
100%
3.6%
12.1%
40%
60%
82%
90%
19.6%
16.3%
16.1%
20.0%
2.1%
1.3%
3.3%
2.3%
12.9%
12.05%
0.7%
1.1%
0.62%
0.64%
1%
2%
12.05%
1.7%
12.05%
10.6%
1.72%
4.9%
27%
10.6%
1.2%
1.1%
10.9%
3.6%
0.7%
18.5%
5.2%
16.2%
5.4%
1%
2.5%
1.5%
65%
20%
2%
5%
1%
0.7%
1%
0.9%
5.2%
4.76%
5.2%
5.7360%
3.8%
8%
3%
2%
4.4%
4.0%
72%
53%
26%
25%
2.8%
6.8%
25%
18.75%
74%
204%
5.5%
50%
0.1%
0.4%
2.60%
1.3%
4.4%
4.0%
400%
20%
13.9%
16%
11%
14%
8.8%
13%
14.2%
17%
15.7%
7.9%
5%
10%
100%
2%
0.5%
2%
0.3%
2.58%
26%
25%
2.8%
6.8%
3.5%
81%
38%
6.8%
3.5%
12%
20%
82%
50%
50%
10%
1%
10%
91%
91%
1%
11%
25%
30%
50%
30%
15%
12%
20%
55%
15%
25%
84%
52.6%
55.2%
15.5%
15.6%
41%
60%
43%
77%
0.1%
21%
40%
32%
12%
14%
23%
46%
46%
75%
11%
10%
10%
21.6%
0.1%
0.7%
0.2%
0.3%
0.1%
0.7%
0.3%
0.1%
1.6%
1.1%
4.5%
3.2%
9.77%
9.98%
50%
10%
25.5%
31%
32%
17%
1.7%
1.95%
2%
1.7%
2%
40%
9.5%
6.5%
18%
6.5%
1.7%
2%
40%
9.5%
6.5%
18%
6.5%
3.8%
2.8%
5.2%
10%
20%
25%
92%
22%
17%
0%
13.5%
6.4%
5.7%
9%
16%
16%
16%
40%
10%
5.9%
1.9%
9.1%
80%
0.5%
1%
11%
20%
1.2%
0.8%
7%
8.5%
12.1%
21.2%
24.4%
41.2%
57.4%
36.5%
87%
9.2%
15.6%
8.4%
19.4%
13.1%
10.5%
9.6%
60%
40%
0.17%
0.16%
0.30%
35%
1.45%
7%
0.6%
0.2%
1.9%
4%
6.4%
25%
100000000000%
25%
0.55%
1.38%
0.55%
1.38%
50%
4.4%
80%
0.9%
55%
80%
40%
5%
5.3%
9.5%
6.8%
9.5%
8.1%
3%
10%
2.8%
0.6%
2.8%
1%
65%
75%
70%
12%
12%
22.5%
20%
30%
1.72%
1%
2.8%
2.5%
40%
4%
110%
120%
116%
120%
12%
12%
125%
8%
12%
4%
8%
125%
8%
3.2%
125%
12%
36.12%
4%
4%
12%
125%
12%
125%
40%
30%
50%
60%
20%
25%
125%
4%
2%
90%
3%
88%
19%
320%
2.2%
36%
70%
10%
40%
1%
5%
1%
19%
37%
24%
90%
78%
15%
2%
4%
17%
4.7%
1.4%
3%
0.7%
2%
2%
2.4%
3.6%
0.2%
25%
11.9%
19.9%
11.7%
11.2%
38.7%
2%
47%
51%
58%
.6%
2.1%
2.9%
1.8%
2.2%
0.1%
22%
0.1%
1.5%
0.6%
2%
6%
1.5%
6%
100%
25%
2.9%
9.5%
3.1%
9.6%
52.6%
18%
70%
13%
4%
54%
100%
100%
13%
15%
1.1%
0.7%
2.4%
0.9%
0.6%
0.2%
1%
